student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,hobbies,skills_tech_python,skills_tech_excel,skills_tech_sql,skills_soft,family_siblings,family_income_father,family_income_mother,laptop_brand,laptop_year,phone_brand,phone_year,addr_city,addr_district,addr_postal
514,Logan Molina,21,Male,,+10075452962,Micheleport,nathan37@howard-parsons.com,1986-05-25 00:00:00,Python,110,inactive,3.77,average,5700.0,2008-11-05 00:00:00,"Debraville 14-kv, dom 26, Tashkent","body, occur",2.0,3.0,5.0,"wide, month",3.0,475.0,947.0,HP,2024.0,Apple,2018.0,Tashkent,,
515,,22,Female,,,Steeleshire,rangelmichelle@gmail.com,1970-10-06 00:00:00,Data Science,86,inactive,1.33,good,18300.0,1970-03-15 00:00:00,"8384 Michael Knoll Suite 400, Jamesview","get, like",5.0,3.0,1.0,"international, some",5.0,352.0,1182.0,HP,2019.0,Xiaomi,2018.0,,,
516,Sherry Rivera,19,Male,93.0,+17524096717,North Tylerhaven,,2018-08-10 00:00:00,Data Science,65,pending,0.0,excellent,281.0,,"Apartment 20, West Briana district, Tashkent, UZ, 100038",,,,,,,,,,,,,Tashkent,West Briana district,100038
517,,20,Male,,,Port Benjamin,,1975-10-04 00:00:00,Data Science,110,pending,-2.0,excellent,103.0,1986-04-10 01:29:00,"Apartment 3, North David district, Tashkent, UZ, 100437","current, truth",3.0,4.0,2.0,"know, how",3.0,807.0,408.0,HP,2021.0,Samsung,2019.0,Tashkent,North David district,100437
518,,18,Unknown,,+16081511642,South Steven,brianna72@yahoo.com,1973-01-15 00:00:00,Data Science,71,active,37.0,excellent,53.0,2016-02-23 00:00:00,"Apartment 41, North Eric district, Tashkent, UZ, 100515","rule, specific",3.0,2.0,1.0,"then, but",0.0,1006.0,1059.0,HP,2020.0,Xiaomi,2020.0,Tashkent,North Eric district,100515
519,Debra Hanson,19,Male,,,Sarahton,,2000-09-09 09:27:00,Data Science,,active,15.5,average,136.0,1996-11-08 00:00:00,"Apartment 10, Michaelhaven district, Tashkent, UZ, 100000","field, well",4.0,5.0,4.0,"go, age",3.0,742.0,455.0,Dell,2017.0,Xiaomi,2022.0,Tashkent,Michaelhaven district,100000
520,,19,Male,63.0,,Danielfurt,beckjoseph@yates-green.info,,Data Science,110,pending,,average,174.0,1987-11-02 00:00:00,"0127 Salazar Hollow, Kimberlyfurt","mouth, perhaps",4.0,5.0,2.0,"agent, history",4.0,236.0,1113.0,Lenovo,2019.0,Apple,2019.0,,,
521,Maxwell Smith,18,Male,,+17925460992,New Laura,,1977-05-23 00:00:00,Data Science,62,active,37.0,excellent,245.0,1975-06-18 21:28:17,"Taylorstad 17-kv, dom 5, Tashkent","consumer, there",5.0,1.0,5.0,"black, step",3.0,438.0,1056.0,HP,2019.0,Samsung,2021.0,Tashkent,,
522,,20,Male,67.0,+11919712973,Leachberg,,1983-06-11 00:00:00,Python,105,active,,excellent,83.0,,"BROKEN,ADDRESS,DATA,,,","back, tell",4.0,3.0,4.0,"if, boy",4.0,339.0,655.0,Lenovo,2020.0,Apple,2022.0,,,
523,Matthew Madden,20,Unknown,81.0,+11994914573,Port Samanthaport,,1996-02-09 00:00:00,Data Science,110,active,15.5,good,70.0,,"Ashleyfurt 26-kv, dom 22, Tashkent","could, if",1.0,5.0,5.0,"crime, common",0.0,423.0,622.0,Dell,2024.0,Samsung,2020.0,Tashkent,,
524,David Sanchez,18,Female,72.0,+16640427375,Elizabethside,,2015-10-29 00:00:00,Data Science,110,inactive,,excellent,292.0,,"98293 April Keys, New Timothyfurt",,,,,,,,,,,,,,,
525,Kayla Walker,18,Unknown,50.0,,South Maria,ethanwilliams@hotmail.com,1994-06-04 00:00:00,Python,110,inactive,15.5,excellent,188.0,2020-09-28 00:00:00,"8564 Sara Plaza, Lake Davidbury","wear, challenge",4.0,5.0,1.0,"black, approach",2.0,277.0,707.0,HP,2016.0,Xiaomi,2022.0,,,
527,Anthony Grant,18,Female,,+16181901805,North Ashley,,2001-07-25 18:51:00,Data Science,110,inactive,0.0,average,115.0,2017-01-27 04:18:00,"Apartment 16, Allisonville district, Tashkent, UZ, 100171",,,,,,,,,,,,,Tashkent,Allisonville district,100171
530,Leslie Cox,22,Female,,,Rickyside,,2022-08-27 00:00:00,Python,62,active,2.04,,277.0,1994-10-04 00:00:00,"East Ryan 7-kv, dom 2, Tashkent","animal, by",4.0,1.0,2.0,"full, know",4.0,979.0,572.0,HP,2017.0,Samsung,2021.0,Tashkent,,
531,William Powell,21,Female,77.0,+12974598801,West Christopherhaven,,2016-03-19 00:00:00,Data Science,95,inactive,,excellent,276.0,1999-06-30 00:00:00,"911 Shields Via, Debbiehaven",,,,,,,,,,,,,,,
532,,18,Female,92.0,,Robertside,xpeters@osborn.com,1976-02-23 00:00:00,Data Science,71,pending,-2.0,average,14100.0,,"BROKEN,ADDRESS,DATA,,,","bring, relate",5.0,2.0,1.0,"light, good",1.0,752.0,1262.0,HP,2016.0,Samsung,2020.0,,,
533,,20,Female,81.0,+12827436299,Josephberg,,2003-07-06 00:00:00,Data Science,110,inactive,,excellent,181.0,2010-02-13 00:00:00,"9400 Richard Way, Dennisport",,,,,,,,,,,,,,,
534,David Young,19,Male,70.0,+18636614738,Julianshire,,,Data Science,64,pending,,,169.0,1985-07-06 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
535,Brianna Howell,,Female,73.0,,Ortegaview,,1975-03-26 00:00:00,Data Science,110,inactive,2.97,average,14400.0,1987-10-25 09:29:00,"4072 Martinez Inlet, West Douglasville",,,,,,,,,,,,,,,
536,Maria Harvey,,Female,,,Port Emilyburgh,,2023-02-28 09:06:00,Data Science,94,active,,,60.0,1998-06-29 02:48:00,UZ 100658 Tashkent South Elizabethfurt,"decade, police",5.0,2.0,4.0,"also, true",1.0,1300.0,1360.0,Lenovo,2023.0,Samsung,2019.0,,,
538,,20,Female,93.0,+12103149222,South Christopherborough,,1988-01-08 13:27:06,Data Science,69,inactive,,average,221.0,2002-01-16 00:00:00,"53120 Logan Overpass Apt. 207, East Ryan","hundred, between",5.0,1.0,4.0,"paper, go",5.0,1410.0,930.0,Lenovo,2022.0,Apple,2020.0,,,
539,Kimberly Greer,19,Male,,,Lewischester,,2007-07-05 00:00:00,Data Science,110,inactive,,average,142.0,1987-08-30 00:00:00,"Apartment 47, Thompsonbury district, Tashkent, UZ, 100192",,,,,,,,,,,,,Tashkent,Thompsonbury district,100192
540,Christopher Glenn,19,Male,88.0,,West Sandra,,1985-11-20 00:00:00,Python,106,active,,good,11900.0,1973-01-22 00:00:00,"49187 Samantha Forges, East Cindy","Congress, member",5.0,2.0,1.0,"himself, send",1.0,292.0,960.0,HP,2024.0,Samsung,2023.0,,,
541,,18,Unknown,50.0,+16706286626,Joshuaton,,,Data Science,,pending,2.99,good,92.0,2011-11-08 00:00:00,"88512 Harris Path Suite 804, Lake Sarahport",,,,,,,,,,,,,,,
543,Connor Gonzales,18,Male,,+12827027361,West Hunter,,1997-04-28 15:42:00,Python,70,pending,,good,81.0,1977-07-14 00:00:00,"903 Sanchez Fall, West Yvonneside","them, suffer",2.0,3.0,4.0,"tree, service",1.0,1159.0,1416.0,HP,2020.0,Xiaomi,2024.0,,,
545,John Lynn,22,Unknown,,+11191919979,Port Susanfort,,2014-01-19 00:39:00,Python,80,pending,,excellent,163.0,,UZ 100562 Tashkent Hernandezchester,"whose, go",1.0,3.0,2.0,"future, green",2.0,447.0,427.0,Dell,2015.0,Apple,2022.0,,,
546,Amber Small,20,Unknown,87.0,,Georgeborough,,1970-02-05 00:00:00,Python,110,inactive,-2.0,good,56.0,2018-10-28 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
547,Jesse Stafford,,Male,57.0,,Kleinchester,,1998-04-17 07:10:00,Data Science,110,pending,15.5,excellent,246.0,1999-06-18 14:24:24,"Apartment 17, Port Danielville district, Tashkent, UZ, 100121","any, those",3.0,5.0,4.0,"challenge, less",2.0,541.0,1233.0,Dell,2024.0,Samsung,2023.0,Tashkent,Port Danielville district,100121
548,Donna Lewis MD,19,Male,66.0,,Jensenton,,1999-12-11 00:00:00,Python,110,active,-2.0,excellent,124.0,1997-01-15 00:00:00,"05309 Mullins Centers Suite 435, Dorothytown","mother, before",1.0,5.0,2.0,"and, various",4.0,1030.0,785.0,HP,2022.0,Xiaomi,2021.0,,,
550,Ashley Reyes,21,Female,58.0,,West Hayleystad,,2020-05-26 00:00:00,Data Science,69,active,,average,140.0,1982-03-20 06:07:00,"BROKEN,ADDRESS,DATA,,,","first, cost",5.0,5.0,5.0,"politics, thought",0.0,1237.0,1340.0,Lenovo,2016.0,Apple,2019.0,,,
551,Christopher Mclaughlin,,Female,,+19149288819,South Jennifer,moralesmargaret@hotmail.com,2004-01-07 00:00:00,Python,110,pending,37.0,excellent,121.0,1970-03-04 00:00:00,"New Shawnmouth 19-kv, dom 14, Tashkent","listen, trial",2.0,4.0,3.0,"world, all",0.0,1440.0,1192.0,HP,2019.0,Samsung,2020.0,Tashkent,,
552,Judith Cortez,,Female,84.0,+18775646510,Port Stephanie,,1987-01-21 00:00:00,Python,,active,-2.0,excellent,213.0,,UZ 100501 Tashkent North Elizabeth,"total, have",2.0,3.0,2.0,"lawyer, several",0.0,859.0,997.0,Dell,2019.0,Samsung,2022.0,,,
553,,20,Female,,,West Emma,douglasbecker@yahoo.com,1979-07-16 09:07:25,Data Science,110,pending,,good,55.0,1994-08-22 00:00:00,"Vincentfurt 18-kv, dom 27, Tashkent","thought, key",5.0,4.0,3.0,"fill, believe",2.0,864.0,1073.0,Lenovo,2022.0,Samsung,2020.0,Tashkent,,
554,Michael James,,Female,66.0,+10335514589,Andreborough,victoria57@hotmail.com,1996-11-23 00:00:00,Python,,inactive,,excellent,53.0,1987-06-01 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
555,Cynthia Merritt,19,Unknown,50.0,+16762376666,Lake Sydney,,,Data Science,,pending,15.5,excellent,120.0,2006-06-25 19:23:33,"BROKEN,ADDRESS,DATA,,,","here, out",3.0,1.0,5.0,"move, thousand",0.0,1116.0,1230.0,Dell,2022.0,Samsung,2019.0,,,
556,,18,Female,,,Lake Cindy,,,Data Science,,inactive,0.0,excellent,300.0,,"BROKEN,ADDRESS,DATA,,,","than, character",1.0,2.0,5.0,"fire, street",5.0,972.0,1026.0,Lenovo,2022.0,Xiaomi,2019.0,,,
558,David Smith,21,Unknown,,,West Morganberg,,,Data Science,110,active,37.0,,92.0,1979-03-06 09:50:32,"BROKEN,ADDRESS,DATA,,,","number, similar",4.0,2.0,3.0,"thought, require",1.0,1472.0,774.0,Lenovo,2021.0,Xiaomi,2019.0,,,
559,Erin Thomas,20,Female,87.0,,Farmerborough,,2021-11-15 00:00:00,Python,110,pending,,excellent,280.0,2016-09-16 11:22:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
560,Stephanie Foley,,Female,52.0,+19538387256,Allisonside,,1971-12-07 00:03:57,Data Science,110,inactive,15.5,good,295.0,2022-05-15 06:38:00,"Apartment 41, Port Joshuaport district, Tashkent, UZ, 100930",,,,,,,,,,,,,Tashkent,Port Joshuaport district,100930
561,Shannon Henderson,20,Male,,,Danielside,,1998-03-11 00:00:00,Data Science,98,inactive,0.0,excellent,23200.0,1976-03-25 19:41:00,UZ 100576 Tashkent Port Kimberlyport,"newspaper, soon",1.0,2.0,1.0,"law, themselves",4.0,742.0,1045.0,Dell,2021.0,Apple,2024.0,,,
562,,18,Male,,+15910583931,South Alexanderport,angela86@jones.info,2001-11-09 00:00:00,Python,118,active,37.0,excellent,156.0,1990-03-20 17:14:55,"Apartment 24, North Maryview district, Tashkent, UZ, 100415",,,,,,,,,,,,,Tashkent,North Maryview district,100415
563,,,Female,58.0,+12841821269,Sarahhaven,rclark@williams-duran.com,2006-10-14 00:00:00,Data Science,63,inactive,,excellent,6700.0,1999-01-29 00:00:00,"3151 Laura Ridge Suite 752, Port Eric","hear, party",4.0,2.0,4.0,"majority, song",5.0,210.0,448.0,HP,2024.0,Apple,2022.0,,,
564,Bryan Boyd,19,Female,72.0,+17873727406,New Johnton,sharon79@davis.org,1994-09-20 03:30:00,Data Science,,pending,15.5,good,187.0,1972-07-15 00:00:00,UZ 100126 Tashkent Turnerhaven,"ball, some",1.0,4.0,1.0,"ok, various",5.0,688.0,428.0,Dell,2019.0,Xiaomi,2018.0,,,
565,John Osborn,21,Female,96.0,+17714304946,Port Tamara,,1992-06-13 10:18:00,Python,116,pending,37.0,,115.0,1983-07-23 10:43:00,"Barnettbury 23-kv, dom 27, Tashkent",,,,,,,,,,,,,Tashkent,,
567,Ashley Jacobs,20,Female,70.0,+13155874008,Manntown,,1970-09-14 00:00:00,Data Science,78,active,3.45,average,244.0,2013-12-09 00:00:00,"Apartment 42, New Catherineport district, Tashkent, UZ, 100081","admit, new",2.0,1.0,4.0,"high, me",5.0,674.0,897.0,HP,2015.0,Xiaomi,2023.0,Tashkent,New Catherineport district,100081
568,,19,Male,92.0,+16614514948,Bethside,,1996-09-01 07:48:34,Data Science,,active,37.0,good,196.0,2023-06-02 00:00:00,UZ 100443 Tashkent South Matthew,"most, a",4.0,4.0,5.0,"yard, walk",2.0,1488.0,640.0,Lenovo,2016.0,Samsung,2022.0,,,
569,,22,Female,77.0,+17593189602,Johnborough,,2003-04-21 00:00:00,Data Science,110,inactive,0.0,excellent,300.0,2020-09-30 00:00:00,UZ 100187 Tashkent Garciaberg,"coach, air",1.0,1.0,3.0,"wait, guy",5.0,513.0,772.0,Dell,2018.0,Xiaomi,2024.0,,,
570,Haley Johnson,,Male,74.0,+19375800127,Goodwintown,,,Data Science,,active,,excellent,282.0,2012-08-23 05:42:00,UZ 100802 Tashkent East Andrewstad,"simple, play",2.0,3.0,1.0,"benefit, structure",1.0,985.0,314.0,Dell,2018.0,Apple,2018.0,,,
571,Amanda Gonzalez,21,Unknown,,,West Jefferyside,xle@moore-maxwell.info,2019-12-26 10:26:00,Data Science,110,pending,3.66,excellent,192.0,2001-01-30 00:00:00,"Apartment 35, South Jeanettefurt district, Tashkent, UZ, 100371",,,,,,,,,,,,,Tashkent,South Jeanettefurt district,100371
572,Ryan Simmons,22,Male,93.0,+14567135387,Jocelynton,,2011-01-13 19:27:46,Data Science,110,inactive,15.5,good,103.0,1992-09-26 21:37:30,"Apartment 7, South Scott district, Tashkent, UZ, 100855","true, everything",4.0,5.0,3.0,"spring, knowledge",4.0,1055.0,877.0,Dell,2020.0,Apple,2021.0,Tashkent,South Scott district,100855
573,David Adams,,Female,79.0,+18254120539,South Juan,garciajennifer@luna-kent.info,1996-11-27 00:00:00,Python,110,active,37.0,excellent,177.0,2014-07-10 19:50:13,UZ 100593 Tashkent Loganmouth,,,,,,,,,,,,,,,
575,,20,Male,87.0,+17616955562,North Emilyfurt,,2017-07-20 00:00:00,Data Science,110,inactive,37.0,,16900.0,1987-05-10 00:00:00,UZ 100298 Tashkent Wattsberg,,,,,,,,,,,,,,,
576,,,Female,,+13712947206,Port Matthew,lwright@yahoo.com,2001-06-21 09:58:18,Python,113,pending,15.5,average,147.0,2024-10-27 23:24:25,"Apartment 42, Port Carlos district, Tashkent, UZ, 100983","front, deal",2.0,4.0,3.0,"affect, sound",1.0,1024.0,468.0,Lenovo,2023.0,Xiaomi,2018.0,Tashkent,Port Carlos district,100983
577,,18,Female,91.0,+18979493503,Adrienneside,,2017-03-17 01:02:00,Python,,pending,-2.0,average,88.0,2011-08-20 00:00:00,"BROKEN,ADDRESS,DATA,,,","recognize, mention",4.0,4.0,4.0,"glass, future",3.0,1330.0,904.0,HP,2020.0,Xiaomi,2020.0,,,
578,Michael Williams,20,Unknown,80.0,+15404609543,Coleview,,1986-08-13 00:00:00,Data Science,89,pending,,good,182.0,1995-07-26 07:41:20,"BROKEN,ADDRESS,DATA,,,","southern, teach",2.0,2.0,1.0,"office, notice",5.0,1002.0,1037.0,HP,2022.0,Apple,2020.0,,,
579,,22,Male,60.0,,South Kevinland,hollybarnes@ortiz-rodriguez.com,1980-02-11 00:00:00,Python,76,active,37.0,excellent,167.0,,"66803 Barrett Lodge Suite 303, Amandaside",,,,,,,,,,,,,,,
580,Christopher Sanchez,21,Unknown,,+12762374873,New Erik,kathryn31@price.biz,2011-09-08 00:00:00,Data Science,110,pending,-2.0,good,169.0,1975-01-25 00:00:00,"51394 Benjamin Green, Durantown","herself, debate",3.0,2.0,4.0,"party, put",1.0,1463.0,1482.0,HP,2023.0,Xiaomi,2024.0,,,
581,Kathleen Lambert,20,Male,99.0,+12140999687,Port Kelly,nrose@wright-brewer.biz,2016-07-24 11:45:00,Data Science,65,inactive,15.5,good,165.0,2011-01-05 18:22:00,UZ 100644 Tashkent Lake Robertland,,,,,,,,,,,,,,,
582,Traci Guerra,18,Female,,+16723282849,Ashleyville,,1982-11-04 20:35:16,Data Science,110,pending,1.19,,254.0,1999-12-06 00:00:00,"0398 Zoe Walk Suite 987, New Aaron","something, sea",2.0,4.0,5.0,"which, prove",3.0,1096.0,1000.0,HP,2018.0,Apple,2019.0,,,
584,Sheila Bell,20,Female,,+17625654761,Robertville,,1971-01-28 00:00:00,Data Science,,active,37.0,,127.0,2016-07-24 08:38:00,"683 Timothy Harbor, Mooreland","we, husband",1.0,3.0,2.0,"instead, this",3.0,875.0,1382.0,Lenovo,2022.0,Xiaomi,2023.0,,,
587,Dr. Brandon Berry,,Female,,+11532389492,New Carmenmouth,,1995-01-17 00:00:00,Data Science,110,pending,,average,219.0,1991-06-13 11:17:00,"Apartment 2, Port Yvonnefort district, Tashkent, UZ, 100944",,,,,,,,,,,,,Tashkent,Port Yvonnefort district,100944
588,Crystal Olsen,22,Female,99.0,,Joshuahaven,,2017-02-11 00:00:00,Python,79,active,2.9,,71.0,,"North Christineberg 8-kv, dom 22, Tashkent","popular, statement",2.0,5.0,3.0,"become, join",1.0,903.0,822.0,Dell,2023.0,Apple,2021.0,Tashkent,,
589,Joseph Wilson,22,Male,,,Monroeview,michaeljones@moon-foster.com,1972-03-09 00:00:00,Python,110,active,15.5,excellent,265.0,,"9406 Black Common, Boltonmouth","song, range",2.0,2.0,4.0,"father, himself",5.0,584.0,230.0,HP,2022.0,Apple,2018.0,,,
590,,,Male,,+16544350045,South Michaelhaven,,1973-03-17 09:24:01,Data Science,88,pending,,excellent,194.0,1991-02-20 00:00:00,"6542 Kristin Bridge Apt. 211, West Jessicaland","security, such",5.0,3.0,4.0,"instead, establish",4.0,1215.0,1022.0,HP,2022.0,Xiaomi,2023.0,,,
591,Dean Moore,18,Female,63.0,+19607067569,Perryland,hsmith@nelson-bryant.com,1976-06-11 00:00:00,Data Science,110,pending,-2.0,excellent,289.0,1986-10-31 00:00:00,"Apartment 18, South Garyport district, Tashkent, UZ, 100844","positive, could",1.0,3.0,4.0,"full, job",3.0,613.0,1177.0,HP,2022.0,Apple,2022.0,Tashkent,South Garyport district,100844
592,,18,Unknown,,+16523221481,Colestad,sonyajackson@gmail.com,2003-07-19 06:09:17,Python,,active,,average,204.0,2017-11-16 00:00:00,"Richardview 27-kv, dom 45, Tashkent","owner, response",4.0,3.0,3.0,"food, environmental",4.0,304.0,610.0,Dell,2018.0,Samsung,2019.0,Tashkent,,
593,Edward Holmes,18,Female,62.0,+10897719768,Matthewport,,1984-01-11 00:00:00,Python,110,pending,15.5,average,20900.0,2007-03-11 08:56:00,"BROKEN,ADDRESS,DATA,,,","red, major",2.0,1.0,5.0,"bring, certainly",3.0,217.0,1427.0,Lenovo,2020.0,Samsung,2022.0,,,
594,Sheila Contreras,21,Female,97.0,,Ellisonstad,,1998-02-04 10:45:00,Data Science,,active,,excellent,91.0,1990-10-07 20:23:00,"41891 Jacob Parkway, Evansbury","believe, article",1.0,2.0,4.0,"off, here",5.0,1142.0,893.0,Lenovo,2024.0,Xiaomi,2020.0,,,
595,Vincent Pena,22,Female,57.0,+19798873158,West Craigview,,2001-10-29 23:54:51,Data Science,110,pending,,average,251.0,1991-03-24 00:00:00,"117 Lyons Knolls, New Tylerchester","house, true",3.0,5.0,3.0,"throughout, recently",5.0,1314.0,320.0,HP,2023.0,Xiaomi,2019.0,,,
596,Bobby House,,Male,,,Shannonburgh,,,Data Science,103,pending,4.0,average,235.0,2023-02-25 03:31:55,"Apartment 29, Hamiltonville district, Tashkent, UZ, 100697","point, itself",1.0,4.0,2.0,"great, short",5.0,957.0,517.0,Dell,2019.0,Xiaomi,2024.0,Tashkent,Hamiltonville district,100697
598,Jonathan King,20,Unknown,,+10178242718,North Andrea,,2017-12-13 00:00:00,Data Science,,active,0.0,average,264.0,,"912 Anderson Island, Lake David","society, hot",1.0,4.0,2.0,"election, job",0.0,479.0,958.0,Lenovo,2017.0,Samsung,2022.0,,,
599,Eric Medina,,Unknown,,+18441268355,New Zachary,,2016-10-02 00:00:00,Data Science,70,active,,good,92.0,2017-08-17 00:00:00,UZ 100418 Tashkent West Jasonberg,"real, save",4.0,1.0,4.0,"ten, skill",5.0,334.0,483.0,HP,2018.0,Xiaomi,2022.0,,,
601,Ashley Andrade,21,Male,,,Dunnville,,2015-10-20 00:00:00,Python,110,active,,excellent,202.0,,"South Kelsey 19-kv, dom 5, Tashkent","military, blood",1.0,2.0,3.0,"coach, response",3.0,711.0,1071.0,Lenovo,2020.0,Samsung,2020.0,Tashkent,,
602,Martha Ruiz,19,Unknown,58.0,,West Gregory,kfrancis@gmail.com,1980-02-06 19:22:00,Python,115,pending,37.0,average,244.0,,UZ 100884 Tashkent Powellmouth,"chair, lay",5.0,3.0,1.0,"respond, building",1.0,349.0,844.0,Lenovo,2021.0,Samsung,2019.0,,,
603,Pamela Carr,18,Unknown,95.0,+11669766040,Christopherside,lwilliams@gmail.com,1979-12-03 00:00:00,Python,116,active,,good,169.0,,"198 Gary Mills Apt. 152, East Joshuatown",,,,,,,,,,,,,,,
604,Mrs. Angela Tyler,21,Female,63.0,+11672790511,Morrisontown,,1996-01-11 23:11:17,Data Science,108,active,,,25100.0,1977-07-29 08:19:13,"8126 Herrera Point Apt. 428, Tuckerside","else, take",1.0,2.0,3.0,"interesting, pay",3.0,593.0,353.0,Lenovo,2023.0,Xiaomi,2022.0,,,
605,Grant Rowland,19,Male,54.0,+16069564585,East Deniseburgh,,1984-04-19 19:46:23,Data Science,110,pending,2.81,,107.0,1994-09-04 00:00:00,"Wrightfort 30-kv, dom 45, Tashkent","wide, wonder",5.0,5.0,2.0,"nor, many",1.0,1417.0,526.0,HP,2021.0,Apple,2023.0,Tashkent,,
606,,19,Male,,+10728685308,West Adrianchester,foxmary@martin-palmer.info,1986-09-08 02:58:00,Data Science,110,pending,,excellent,148.0,1990-04-22 00:00:00,"BROKEN,ADDRESS,DATA,,,","difficult, want",2.0,5.0,2.0,"case, fire",5.0,560.0,845.0,Dell,2021.0,Apple,2024.0,,,
607,Jason Cherry,18,Unknown,,+14770828683,New Angiefort,,2009-09-16 10:18:00,Data Science,65,inactive,37.0,good,94.0,2024-03-09 07:30:51,"Port Tinafurt 28-kv, dom 37, Tashkent","able, trip",4.0,1.0,4.0,"although, less",2.0,612.0,729.0,HP,2023.0,Apple,2019.0,Tashkent,,
608,,21,Female,,+16571047711,Michaelhaven,,,Data Science,83,pending,,,194.0,2022-12-02 00:00:00,"10158 Tiffany Heights Apt. 563, Port Guyfurt","whose, message",3.0,4.0,5.0,"skin, article",2.0,1333.0,623.0,HP,2016.0,Apple,2020.0,,,
611,Nicole Peterson,21,Female,99.0,,Mooreborough,,1992-01-16 17:45:00,Data Science,110,inactive,15.5,,258.0,,"505 Ariana Run, Carrolltown","down, technology",5.0,3.0,3.0,"central, ahead",5.0,305.0,1017.0,Lenovo,2020.0,Xiaomi,2021.0,,,
613,Robert Hubbard,18,Female,83.0,,Deannachester,,1970-03-05 16:15:00,Data Science,106,active,,average,23600.0,,"Port Charlene 26-kv, dom 20, Tashkent","environmental, create",1.0,5.0,4.0,"American, range",5.0,743.0,1191.0,HP,2019.0,Apple,2020.0,Tashkent,,
614,,22,Female,62.0,,South Christian,,,Data Science,,inactive,37.0,excellent,297.0,,"Billyland 10-kv, dom 4, Tashkent","good, garden",5.0,4.0,5.0,"check, rise",4.0,694.0,1296.0,Lenovo,2018.0,Xiaomi,2018.0,Tashkent,,
615,Michelle Chambers,20,Female,50.0,,Port Kevinfort,,2014-08-26 22:13:00,Data Science,108,pending,-2.0,good,62.0,1973-09-24 00:00:00,UZ 100049 Tashkent Cherylport,,,,,,,,,,,,,,,
616,,18,Female,,+11289555777,Kimberlyborough,,,Data Science,,active,-2.0,good,125.0,2024-02-05 00:00:00,"08930 Benjamin Lane, North Jade","above, summer",3.0,2.0,3.0,"bag, team",1.0,1340.0,708.0,Dell,2018.0,Samsung,2021.0,,,
617,Erica Ayala,20,Male,63.0,+13806296377,Barkerfurt,,2019-04-18 02:11:00,Data Science,111,pending,15.5,,195.0,2008-08-01 14:33:00,"BROKEN,ADDRESS,DATA,,,","investment, affect",5.0,3.0,3.0,"environment, marriage",5.0,725.0,1271.0,HP,2024.0,Xiaomi,2022.0,,,
619,,22,Unknown,86.0,,East Debrabury,,2018-11-28 00:00:00,Python,89,active,15.5,excellent,54.0,2023-04-16 13:30:00,"BROKEN,ADDRESS,DATA,,,","almost, situation",3.0,3.0,4.0,"executive, just",4.0,301.0,1272.0,Dell,2016.0,Xiaomi,2023.0,,,
620,Leslie Owens,20,Female,,,West Crystal,,1991-11-19 17:07:00,Data Science,74,pending,0.0,good,224.0,2003-11-19 00:00:00,UZ 100564 Tashkent Stephaniemouth,"father, anything",1.0,1.0,3.0,"fight, become",0.0,802.0,936.0,Dell,2021.0,Xiaomi,2023.0,,,
623,,18,Female,,+15983503851,North Adamton,,1982-09-10 00:00:00,Python,,active,15.5,,130.0,,"54503 Weber Islands, West Jennifer","anyone, whom",4.0,5.0,3.0,"far, phone",2.0,1121.0,1265.0,HP,2015.0,Samsung,2018.0,,,
624,,20,Female,67.0,+17291317348,West Anthony,djefferson@martinez.biz,,Data Science,,inactive,0.0,,200.0,,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
625,Mark Stewart,21,Unknown,66.0,,Rileyview,,2018-02-05 10:20:00,Python,110,inactive,-2.0,excellent,204.0,,"Apartment 50, Saraberg district, Tashkent, UZ, 100802","under, participant",3.0,1.0,1.0,"share, hear",1.0,262.0,1221.0,Lenovo,2022.0,Samsung,2020.0,Tashkent,Saraberg district,100802
626,Linda Jacobson,22,Unknown,,+16992729087,North Matthew,,1977-03-11 00:00:00,Python,,inactive,37.0,excellent,226.0,2020-02-02 04:13:11,"Apartment 36, Campbellshire district, Tashkent, UZ, 100191","eight, mission",5.0,5.0,2.0,"together, do",3.0,1088.0,759.0,HP,2018.0,Samsung,2023.0,Tashkent,Campbellshire district,100191
627,Anthony Hill,19,Male,,,Richardsonton,,1979-01-27 05:19:50,Python,,inactive,15.5,excellent,12600.0,1996-12-18 00:00:00,"BROKEN,ADDRESS,DATA,,,","ground, rule",4.0,1.0,1.0,"meet, describe",1.0,866.0,219.0,HP,2023.0,Xiaomi,2020.0,,,
629,Eddie Miranda,21,Male,,+19414871587,Port Kimberly,,1976-02-12 00:00:00,Data Science,,active,3.87,excellent,181.0,2001-06-01 00:00:00,"580 Sean Walk, South Saraview","term, face",3.0,1.0,4.0,"night, red",4.0,762.0,618.0,HP,2018.0,Xiaomi,2018.0,,,
630,,22,Female,65.0,+18655785473,Dustinmouth,,,Data Science,110,active,,,262.0,1996-03-12 09:14:30,"Apartment 15, West Joseph district, Tashkent, UZ, 100817",,,,,,,,,,,,,Tashkent,West Joseph district,100817
